pot_id,plant_id,species,variety_accession,source,substrate,pot_type_size,life_stage,orga_level,temperature,start_germination,date_1st_germination,start_seedlings,start_flowering,Date_death,biomass_harvest_date,Biomass_g,chamber,Position_quadrant,Remarks
SD009S22,SD009S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,07.04.2025,26.05.2025,NA,26.05.2025,2.1099999999999999,31024,1,NA
SD010S22,SD010S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,2.1200000000000001,31024,4,NA
SD011S22,SD011S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,2.9500000000000002,31024,3,NA
SD012S22,SD012S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,9.3599999999999994,31024,6,NA
SD013S22,SD013S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,7.9299999999999997,31024,6,NA
SD014S22,SD014S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,5.4100000000000001,31024,5,NA
SD015S22,SD015S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,20.05.2025,NA,29.05.2025,8.3100000000000005,31024,6,NA
SD016S22,SD016S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,29.05.2025,NA,29.05.2025,13.58,31024,6,NA
SD017S22,SD017S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,6.8499999999999996,31024,5,NA
SD018S22,SD018S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.3899999999999997,31024,6,NA
SD019S22,SD019S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,4.79,31024,1,NA
SD020S22,SD020S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.5999999999999996,31024,1,NA
SD021S22,SD021S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,14.05.2025,NA,29.05.2025,6.2400000000000002,31024,2,NA
SD022S22,SD022S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,7.2400000000000002,31024,1,NA
SD023S22,SD023S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,7.21,31024,2,NA
SD024S22,SD024S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,19.03.2025,26.03.2025,10.04.2025,14.05.2025,NA,29.05.2025,18.050000000000001,31024,6,NA
SD025S22,SD025S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,12.49,31024,5,NA
SD026S22,SD026S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,12.550000000000001,31024,1,NA
SD027S22,SD027S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,13.04.2025,29.05.2025,NA,01.06.2025,12.83,31024,2,NA
SD028S22,SD028S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,14.04.2025,02.06.2025,NA,02.06.2025,8.6099999999999994,31024,3,NA
SD029S22,SD029S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,14.04.2025,02.06.2025,NA,02.06.2025,12.44,31024,1,NA
SD030S22,SD030S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,22,11.03.2025,27.03.2025,14.04.2025,02.06.2025,NA,02.06.2025,14.640000000000001,31024,3,NA
SDP01S22,SDP011S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,14.05.2025,NA,01.06.2025,22.829999999999998,31024,2,NA
SDP01S22,SDP012S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,01.06.2025,NA,01.06.2025,5.3700000000000001,31024,2,NA
SDP01S22,SDP013S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,26.05.2025,NA,01.06.2025,17.850000000000001,31024,2,NA
SDP01S22,SDP014S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,2.7599999999999998,31024,2,NA
SDP01S22,SDP015S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,29.05.2025,NA,01.06.2025,10.32,31024,2,NA
SDP01S22,SDP016S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,10.960000000000001,31024,2,NA
SDP01S22,SDP017S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,01.06.2025,NA,01.06.2025,13.6,31024,2,NA
SDP01S22,SDP018S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,12.550000000000001,31024,2,NA
SDP01S22,SDP019S22,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,22,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,1.28,31024,2,NA
SD001S26,SD001S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,07.04.2025,26.05.2025,NA,26.05.2025,5.7800000000000002,32026,5,NA
SD002S26,SD002S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.48,32026,6,NA
SD003S26,SD003S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,4.6799999999999997,32026,2,NA
SD004S26,SD004S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.46,32026,2,NA
SD005S26,SD005S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,6.1600000000000001,32026,6,NA
SD006S26,SD006S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.4500000000000002,32026,3,NA
SD007S26,SD007S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,20.05.2025,NA,26.05.2025,3.6099999999999999,32026,6,NA
SD008S26,SD008S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,26.05.2025,26.05.2025,NA,32026,1,NA
SD009S26,SD009S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,2.73,32026,1,NA
SD010S26,SD010S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,20.05.2025,NA,26.05.2025,4.4100000000000001,32026,3,NA
SD011S26,SD011S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3,32026,5,NA
SD012S26,SD012S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,10.04.2025,24.05.2025,NA,29.05.2025,10.970000000000001,32026,3,NA
SD013S26,SD013S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.5999999999999996,32026,2,NA
SD014S26,SD014S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,10.04.2025,26.05.2025,NA,29.05.2025,6.7800000000000002,32026,5,NA
SD015S26,SD015S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,4.1799999999999997,32026,5,NA
SD016S26,SD016S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,10.460000000000001,32026,4,NA
SD017S26,SD017S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,14.04.2025,26.05.2025,NA,02.06.2025,9.0500000000000007,32026,4,NA
SD018S26,SD018S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,14.04.2025,NA,NA,02.06.2025,11.94,32026,3,NA
SD019S26,SD019S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,14.04.2025,02.06.2025,NA,02.06.2025,11.74,32026,3,NA
SD020S26,SD020S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,11.03.2025,27.03.2025,14.04.2025,23.05.2025,NA,02.06.2025,13.44,32026,4,NA
SDP01S26,SDP011S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,7.1299999999999999,32026,4,NA
SDP01S26,SDP012S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,7.8600000000000003,32026,4,NA
SDP01S26,SDP013S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,01.06.2025,NA,01.06.2025,7.9900000000000002,32026,4,NA
SDP01S26,SDP014S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,4.3600000000000003,32026,4,NA
SDP01S26,SDP015S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,14.05.2025,NA,01.06.2025,16.010000000000002,32026,4,NA
SDP01S26,SDP016S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,4.9199999999999999,32026,4,NA
SDP01S26,SDP017S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,01.06.2025,NA,01.06.2025,6.29,32026,4,NA
SDP01S26,SDP018S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,3.6499999999999999,32026,4,NA
SDP01S26,SDP019S26,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,26,19.03.2025,27.03.2025,13.04.2025,26.05.2025,NA,01.06.2025,11.210000000000001,32026,4,NA
SD001C30,SD001C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,05.04.2025,NA,11.04.2025,1.8,32035,NA,NA
SD002C30,SD002C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,24.03.2025,NA,11.04.2025,4.3799999999999999,32035,NA,NA
SD003C30,SD003C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,3.9900000000000002,32035,NA,NA
SD004C30,SD004C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,05.04.2025,NA,11.04.2025,4.8499999999999996,32035,NA,NA
SD005C30,SD005C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,4.0199999999999996,32035,NA,NA
SD006C30,SD006C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,3.0699999999999998,32035,NA,NA
SD007C30,SD007C30,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,30,NA,NA,11.03.2025,01.04.2025,NA,11.04.2025,4.4800000000000004,32035,NA,NA
SD001S30,SD001S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,07.04.2025,NA,NA,26.05.2025,4.4900000000000002,32035,2,NA
SD002S30,SD002S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,07.04.2025,NA,26.05.2025,26.05.2025,NA,32035,6,NA
SD003S30,SD003S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,2.02,32035,6,NA
SD004S30,SD004S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,4.71,32035,5,NA
SD005S30,SD005S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,4.3300000000000001,32035,2,NA
SD006S30,SD006S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.4100000000000001,32035,4,NA
SD007S30,SD007S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,26.05.2025,26.05.2025,NA,32035,3,NA
SD008S30,SD008S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,2.8700000000000001,32035,1,NA
SD009S30,SD009S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.8399999999999999,32035,5,NA
SD010S30,SD010S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.0499999999999998,32035,2,NA
SD011S30,SD011S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,07.04.2025,NA,NA,26.05.2025,3.5899999999999999,32035,5,NA
SD012S30,SD012S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,14.05.2025,NA,29.05.2025,13.17,32035,2,NA
SD013S30,SD013S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,20.05.2025,NA,29.05.2025,11.539999999999999,32035,5,NA
SD014S30,SD014S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,9.8300000000000001,32035,3,NA
SD015S30,SD015S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,13.05.2025,NA,29.05.2025,11.640000000000001,32035,6,NA
SD016S30,SD016S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,6.1100000000000003,32035,5,NA
SD017S30,SD017S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,10.98,32035,3,NA
SD018S30,SD018S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,4.6699999999999999,32035,5,NA
SD019S30,SD019S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.96,32035,5,NA
SD020S30,SD020S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.96,32035,5,NA
SD021S30,SD021S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.3899999999999997,32035,5,NA
SD022S30,SD022S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,NA,NA,29.05.2025,6.0499999999999998,32035,6,NA
SD023S30,SD023S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,26,19.03.2025,26.03.2025,10.04.2025,26.05.2025,NA,29.05.2025,10.81,32026,1,Mistakenly placed in ch 32026
SD024S30,SD024S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,19.03.2025,26.03.2025,10.04.2025,24.05.2025,NA,29.05.2025,15.300000000000001,32035,1,NA
SD025S30,SD025S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,10.04.2025,NA,NA,29.05.2025,10.640000000000001,32035,1,NA
SD026S30,SD026S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,13.04.2025,NA,NA,01.06.2025,5.6600000000000001,32035,5,NA
SD027S30,SD027S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,14.04.2025,24.05.2025,NA,02.06.2025,9.7200000000000006,32035,6,NA
SD028S30,SD028S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,14.04.2025,NA,NA,02.06.2025,4.71,32035,6,NA
SD029S30,SD029S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,14.04.2025,NA,NA,02.06.2025,11.050000000000001,32035,6,NA
SD030S30,SD030S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,30,11.03.2025,27.03.2025,14.04.2025,NA,NA,02.06.2025,11.1,32035,3,NA
SDP01S30,SDP011S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,5.21,32035,1,NA
SDP01S30,SDP012S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,9.3100000000000005,32035,1,NA
SDP01S30,SDP013S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,1.28,32035,1,NA
SDP01S30,SDP014S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,7.3300000000000001,32035,1,NA
SDP01S30,SDP015S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,5.5,32035,1,NA
SDP01S30,SDP016S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,13.84,32035,1,NA
SDP01S30,SDP017S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,3.5499999999999998,32035,1,NA
SDP01S30,SDP018S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,5.1399999999999997,32035,1,NA
SDP01S30,SDP019S30,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,tray_14_L,seedlings,population,30,11.03.2025,26.03.2025,13.04.2025,NA,NA,01.06.2025,11.76,32035,1,NA
SD001C34,SD001C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,24.03.2025,NA,11.04.2025,5.04,32036,NA,NA
SD002C34,SD002C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,3.8500000000000001,32036,NA,NA
SD003C34,SD003C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,01.04.2025,NA,11.04.2025,2.4199999999999999,32036,NA,NA
SD004C34,SD004C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,4.3200000000000003,32036,NA,NA
SD005C34,SD005C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,01.04.2025,NA,11.04.2025,4.0999999999999996,32036,NA,NA
SD006C34,SD006C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,01.04.2025,NA,11.04.2025,3.46,32036,NA,NA
SD007C34,SD007C34,Solanum_dulcamara,EBB16,Anke_Stepphuhn,3_3_substrat5_top_sand,square_11cm,clone_cutting,individual,34,NA,NA,11.03.2025,26.03.2025,NA,11.04.2025,5.2599999999999998,32036,NA,NA
SD001S34,SD001S34,Solanum_dulcamara,ERK_22,Anke_Stepphuhn,3_3_substrat5_top_sand,square_13cm,seedlings,individual,34,11.03.2025,27.03.2025,07.04.2025,NA,NA,26.05.2025,4.1100000000000003,32036,4,NA
