pot_id,plant_id,species,variety_accession,source,substrate,pot_type_size,life_stage,orga_level,temperature,start_germination,date_1st_germination,start_seedlings,start_flowering,Date_death,biomass_harvest_date,Biomass_g,chamber,Position_quadrant,Remarks
HV007S26,HV007S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,20.04.2025,NA,08.05.2025,1.6499999999999999,32026,1,In chamber 31024 until 01.04.2025
HV008S26,HV008S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2,32026,5,In chamber 31024 until 01.04.2025
HV009S26,HV009S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.6799999999999999,32026,4,In chamber 31024 until 01.04.2025
HV010S26,HV010S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.1899999999999999,32026,6,In chamber 31024 until 01.04.2025
HV011S26,HV011S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.1800000000000002,32026,5,In chamber 31024 until 01.04.2025
HV012S26,HV012S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.7400000000000002,32026,5,In chamber 31024 until 01.04.2025
HV013S26,HV013S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.6499999999999999,32026,6,In chamber 31024 until 01.04.2025
HV014S26,HV014S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,20.04.2025,NA,08.05.2025,1.97,32026,6,In chamber 31024 until 01.04.2025
HV015S26,HV015S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,24.04.2025,NA,08.05.2025,3.4500000000000002,32026,5,In chamber 31024 until 01.04.2025
HV016S26,HV016S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,24.04.2025,NA,08.05.2025,2.1699999999999999,32026,3,In chamber 31024 until 01.04.2025
HV017S26,HV017S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.2799999999999998,32026,4,In chamber 31024 until 01.04.2025
HV018S26,HV018S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.5700000000000001,32026,3,In chamber 31024 until 01.04.2025
HV019S26,HV019S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,2.0099999999999998,32026,5,In chamber 31024 until 01.04.2025
HV020S26,HV020S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.4199999999999999,32026,2,In chamber 31024 until 01.04.2025
HV021S26,HV021S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,2.3700000000000001,32026,1,In chamber 31024 until 01.04.2025
HV022S26,HV022S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,2.1099999999999999,32026,3,In chamber 31024 until 01.04.2025
HV023S26,HV023S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.4500000000000002,32026,1,In chamber 31024 until 01.04.2025
HV024S26,HV024S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,20.04.2025,NA,08.05.2025,2.5299999999999998,32026,2,In chamber 31024 until 01.04.2025
HV025S26,HV025S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.3599999999999999,32026,2,In chamber 31024 until 01.04.2025
HV026S26,HV026S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,2.0499999999999998,32026,6,In chamber 31024 until 01.04.2025
HV027S26,HV027S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,20.04.2025,NA,08.05.2025,2.8100000000000001,32026,6,In chamber 31024 until 01.04.2025
HV028S26,HV028S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,24.04.2025,NA,08.05.2025,2.4100000000000001,32026,1,In chamber 31024 until 01.04.2025
HV029S26,HV029S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,3.0299999999999998,32026,1,In chamber 31024 until 01.04.2025
HV030S26,HV030S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,26,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,2.9300000000000002,32026,2,In chamber 31024 until 01.04.2025
HVP01S26,HVP011S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,3.9500000000000002,32026,1,NA
HVP01S26,HVP012S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,5.7699999999999996,32026,1,NA
HVP01S26,HVP013S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,05.05.2025,NA,25.05.2025,4.9800000000000004,32026,1,NA
HVP01S26,HVP014S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,4.9500000000000002,32026,1,NA
HVP01S26,HVP015S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,5.0199999999999996,32026,1,NA
HVP01S26,HVP016S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,07.05.2025,NA,25.05.2025,5.7300000000000004,32026,1,NA
HVP01S26,HVP017S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,6.6500000000000004,32026,1,NA
HVP01S26,HVP018S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,8.0399999999999991,32026,1,NA
HVP01S26,HVP019S26,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,26,07.04.2025,10.04.2025,13.04.2025,06.05.2025,NA,25.05.2025,4.9000000000000004,32026,1,NA
HV001S30,HV001S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.4399999999999999,32035,5,NA
HV002S30,HV002S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.6299999999999999,32035,4,NA
HV003S30,HV003S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.3599999999999999,32035,4,NA
HV004S30,HV004S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,4.0300000000000002,32035,3,NA
HV005S30,HV005S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.0600000000000001,32035,3,NA
HV006S30,HV006S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.4500000000000002,32035,2,NA
HV007S30,HV007S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.99,32035,5,NA
HV008S30,HV008S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.1000000000000001,32035,2,NA
HV009S30,HV009S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.0099999999999998,32035,1,NA
HV010S30,HV010S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.02,32035,4,NA
HV011S30,HV011S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.1600000000000001,32035,2,NA
HV012S30,HV012S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.1400000000000001,32035,1,NA
HV013S30,HV013S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.8799999999999999,32035,3,NA
HV014S30,HV014S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.8899999999999999,32035,5,NA
HV015S30,HV015S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,2.1400000000000001,32035,3,NA
HV016S30,HV016S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.1899999999999999,32035,2,NA
HV017S30,HV017S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.6000000000000001,32035,1,NA
HV018S30,HV018S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.1299999999999999,32035,2,NA
HV019S30,HV019S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.3799999999999999,32035,2,NA
HV020S30,HV020S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.21,32035,3,NA
HV021S30,HV021S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.4300000000000002,32035,4,NA
HV022S30,HV022S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,2.1000000000000001,32035,3,NA
HV023S30,HV023S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.6899999999999999,32035,3,NA
HV024S30,HV024S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.0299999999999998,32035,5,NA
HV025S30,HV025S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.84999999999999998,32035,4,NA
HV026S30,HV026S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.78,32035,4,NA
HV027S30,HV027S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,2.3300000000000001,32035,2,NA
HV028S30,HV028S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.54,32035,1,NA
HV029S30,HV029S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.9199999999999999,32035,5,NA
HV030S30,HV030S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,30,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.81000000000000005,32035,2,NA
HVP01S30,HVP011S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,4.1699999999999999,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP012S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,6.46,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP013S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,2.8100000000000001,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP014S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,4.4400000000000004,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP015S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,07.05.2025,NA,25.05.2025,5.04,32035,4,NA
HVP01S30,HVP016S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,3.1899999999999999,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP017S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,5.4800000000000004,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP018S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,4.7999999999999998,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HVP01S30,HVP019S30,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,tray_10_L,seedlings,population,30,07.04.2025,10.04.2025,13.04.2025,03.05.2025,NA,25.05.2025,3.4300000000000002,32035,4,Flowering date is for the 1st individual flowering that is not the central individual
HV001S34,HV001S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.84999999999999998,32036,2,NA
HV002S34,HV002S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,28.04.2025,NA,08.05.2025,0.34999999999999998,32036,3,NA
HV003S34,HV003S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.81999999999999995,32036,6,NA
HV004S34,HV004S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.81999999999999995,32036,3,NA
HV005S34,HV005S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.81000000000000005,32036,3,NA
HV006S34,HV006S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.23,32036,3,NA
HV007S34,HV007S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,0.46000000000000002,32036,6,NA
HV008S34,HV008S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.77000000000000002,32036,2,NA
HV009S34,HV009S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.75,32036,2,NA
HV010S34,HV010S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.89000000000000001,32036,3,NA
HV011S34,HV011S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,0.46000000000000002,32036,6,NA
HV012S34,HV012S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.3,32036,5,NA
HV013S34,HV013S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,23.04.2025,NA,08.05.2025,0.45000000000000001,32036,2,NA
HV014S34,HV014S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.95999999999999996,32036,2,NA
HV015S34,HV015S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.46999999999999997,32036,5,NA
HV016S34,HV016S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.27,32036,6,NA
HV017S34,HV017S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.27,32036,2,NA
HV018S34,HV018S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.53,32036,1,NA
HV019S34,HV019S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.59999999999999998,32036,4,NA
HV020S34,HV020S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.4199999999999999,32036,3,NA
HV021S34,HV021S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.3,32036,3,NA
HV022S34,HV022S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.3200000000000001,32036,1,NA
HV023S34,HV023S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.3300000000000001,32036,1,NA
HV024S34,HV024S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.3899999999999999,32036,6,NA
HV025S34,HV025S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,19.04.2025,NA,08.05.2025,1.4299999999999999,32036,3,NA
HV026S34,HV026S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,18.04.2025,NA,08.05.2025,1.8899999999999999,32036,3,NA
HV027S34,HV027S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,0.97999999999999998,32036,1,NA
HV028S34,HV028S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,1.1200000000000001,32036,6,NA
HV029S34,HV029S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,22.04.2025,NA,08.05.2025,0.83999999999999997,32036,2,NA
HV030S34,HV030S34,Hordeum_vulgare,Golden Promise,Sandra_Schmoeckel,2_3_Substrat5__1_3_sand,square_11cm,seedlings,individual,34,21.03.2025,24.03.2025,27.03.2025,21.04.2025,NA,08.05.2025,1.0700000000000001,32036,3,NA
